Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
S3903,16,59.6,56.2,73.7,1.6,1
S3904,18,64.8,72.3,63.6,5.4,1
S3905,17,61.7,79.5,40.7,4.9,1
S3906,18,65.7,70.0,76.4,5.3,1
S3907,15,55.3,65.5,57.9,4.0,0
S3908,18,60.9,62.6,69.2,11.2,1
S3909,17,41.6,70.1,65.8,7.7,0
S3910,18,55.2,59.3,83.5,2.5,1
S3911,15,80.9,71.8,63.5,5.5,1
S3912,16,64.8,66.6,64.8,3.8,1
S3913,18,59.7,53.0,83.9,3.0,1
S3914,15,88.4,70.5,57.1,2.3,1
S3915,15,39.6,59.3,74.8,5.9,1
S3916,17,43.4,56.5,62.6,3.6,0
S3917,17,85.7,51.3,53.0,6.9,1
S3918,18,60.7,60.3,65.0,7.0,1
S3919,16,56.4,72.0,73.3,7.7,1
S3920,15,42.0,70.4,81.2,3.3,1
S3921,18,66.7,62.9,82.7,6.0,1
S3922,15,68.2,66.4,61.5,6.3,1
S3923,15,43.6,75.8,53.2,4.1,0
S3924,16,57.9,55.9,61.2,3.5,1
S3925,16,55.0,42.4,50.8,8.2,1
S3926,18,63.8,76.2,62.4,5.5,0
S3927,16,43.2,50.6,60.9,6.3,1
S3928,16,78.8,48.3,73.7,3.4,1
S3929,18,73.7,32.9,38.5,2.6,0
S3930,16,54.6,66.0,56.2,3.9,1
S3931,17,56.8,35.3,56.3,4.8,1
S3932,15,58.0,47.5,79.2,2.9,1
S3933,15,48.3,66.2,51.6,5.0,0
S3934,15,53.3,68.1,67.7,1.6,1
S3935,15,55.9,48.9,63.5,2.8,1
S3936,18,84.2,56.1,77.5,6.3,1
S3937,15,74.2,45.8,72.1,6.2,1
S3938,15,74.0,50.3,66.5,4.2,1
S3939,15,65.5,61.7,58.3,3.0,0
S3940,15,43.2,51.0,42.8,2.9,0
S3941,17,59.4,54.6,68.0,4.3,1
S3942,15,74.6,37.5,71.4,6.3,0
S3943,17,41.1,73.9,46.1,6.9,0
S3944,18,69.5,65.1,50.2,4.0,0
S3945,16,94.8,69.1,68.0,2.7,1
S3946,15,75.9,76.1,69.1,5.5,1
S3947,16,81.2,46.4,53.1,3.4,1
S3948,16,63.3,53.0,58.1,4.0,0
S3949,18,74.5,31.5,43.0,7.7,0
S3950,16,49.2,100.0,81.5,6.7,1
S3951,17,71.9,55.9,49.4,5.3,1
S3952,16,69.8,72.5,71.5,2.5,1
S3953,16,64.3,40.7,64.6,5.4,1
S3954,16,79.7,71.9,80.5,7.1,1
S3955,15,51.9,84.0,55.5,4.2,1
S3956,15,57.2,57.2,65.7,7.7,0
S3957,17,61.4,43.8,44.6,7.6,1
S3958,17,44.6,56.1,41.7,8.3,0
S3959,15,63.4,26.8,72.2,5.6,1
S3960,17,34.2,57.5,43.6,6.2,1
S3961,15,75.7,69.5,62.3,7.8,1
S3962,18,60.7,57.5,77.1,5.9,1
S3963,16,52.2,54.0,74.0,4.0,1
S3964,16,47.5,65.4,57.0,4.1,0
S3965,17,56.5,66.5,45.9,5.5,1
S3966,15,70.3,34.8,71.1,2.4,0
S3967,15,68.2,59.2,81.1,4.7,1
S3968,17,49.4,92.1,57.1,7.2,1
S3969,15,47.3,39.3,55.4,0.6,1
S3970,18,69.9,56.8,58.7,8.1,1
S3971,16,49.2,85.2,71.9,7.2,1
S3972,17,60.9,73.5,79.7,4.1,1
S3973,17,61.9,50.8,50.1,6.1,1
S3974,15,64.7,60.9,47.0,5.0,1
S3975,17,72.9,58.0,93.1,7.5,1
S3976,18,41.1,47.5,62.9,7.0,1
S3977,15,31.3,57.0,68.0,2.2,1
S3978,15,51.5,54.1,56.7,6.2,0
S3979,15,87.0,59.6,70.9,4.6,1
S3980,15,90.3,47.5,76.5,5.2,1
S3981,18,87.5,40.1,68.6,3.5,1
S3982,15,57.1,57.4,85.9,8.5,1
S3983,17,33.3,82.0,61.1,7.1,1
S3984,18,24.9,59.2,61.8,3.5,0
S3985,16,50.8,53.4,67.8,2.3,0
S3986,16,57.0,68.6,70.6,4.2,1
S3987,17,79.5,55.8,67.7,5.9,1
S3988,17,73.0,84.2,49.6,5.5,1
S3989,18,63.4,57.9,68.8,7.5,1
S3990,16,46.7,67.8,60.5,6.6,0
S3991,16,45.6,47.4,58.0,6.9,0
S3992,16,63.8,65.0,65.4,5.7,1
S3993,16,70.5,61.9,53.5,2.2,0
S3994,16,65.9,57.2,51.4,4.6,1
S3995,15,44.5,51.0,33.6,7.1,0
S3996,17,69.8,49.1,86.0,4.9,1
S3997,15,66.4,62.0,71.7,6.0,1
S3998,16,43.9,66.8,63.6,4.4,0
S3999,18,48.2,56.2,57.0,2.9,0
S4000,18,70.3,62.0,30.5,4.8,1
S4001,16,56.5,57.5,56.3,5.6,1
S4002,16,83.8,59.4,73.6,3.7,1
S4003,18,67.5,55.2,76.3,4.5,1
S4004,15,52.7,58.3,72.7,3.1,1
S4005,15,59.8,95.8,66.9,7.2,1
S4006,16,61.0,62.4,80.6,4.4,1
S4007,15,49.1,67.0,61.1,7.9,0
S4008,18,46.3,64.1,78.0,8.1,0
S4009,15,70.5,54.3,60.4,4.8,1
S4010,16,72.7,76.1,54.4,3.0,1
S4011,18,69.1,53.9,52.9,0.8,0
S4012,15,82.7,72.8,52.2,2.1,1
S4013,17,51.9,53.3,72.9,2.3,1
S4014,18,85.1,44.6,56.1,7.8,1
S4015,18,46.5,63.1,52.6,5.2,0
S4016,17,44.8,42.5,73.6,5.8,0
S4017,17,33.6,65.5,68.9,0.6,0
S4018,18,53.3,41.3,76.6,2.6,1
S4019,17,52.4,53.5,71.2,6.8,0
S4020,16,67.9,38.0,56.0,5.6,1
S4021,16,63.7,97.5,65.9,4.7,1
S4022,16,42.1,34.8,66.5,6.1,1
S4023,18,54.1,58.1,54.0,8.3,0
S4024,17,54.4,74.0,51.7,4.6,1
S4025,17,33.4,72.5,56.8,5.1,0
S4026,15,45.3,69.9,89.4,5.4,1
S4027,15,48.4,53.6,60.0,9.8,1
S4028,17,81.5,76.9,79.8,0.8,1
S4029,17,62.9,70.8,59.4,6.4,1
S4030,17,69.9,61.0,75.7,4.8,1
S4031,18,37.5,61.4,75.8,6.1,0
S4032,17,77.9,53.7,76.4,3.7,1
S4033,15,79.5,45.3,69.7,4.9,1
S4034,18,30.0,75.3,81.5,6.4,1
S4035,17,49.4,76.4,69.5,11.2,0
S4036,15,67.4,45.6,85.6,6.6,1
S4037,18,69.7,55.8,45.6,3.3,1
S4038,17,49.8,56.0,69.2,4.2,0
S4039,17,55.4,57.5,68.4,4.1,1
S4040,17,51.0,58.9,53.8,1.4,0
S4041,18,61.7,71.3,72.0,4.3,1
S4042,15,78.0,47.5,47.1,6.5,1
S4043,15,48.4,46.2,57.1,2.5,1
S4044,16,75.0,75.3,41.0,7.1,0
S4045,17,48.3,51.5,83.7,6.0,1
S4046,16,47.3,40.3,62.2,3.5,1
S4047,16,72.3,51.2,91.0,4.7,1
S4048,15,73.8,53.4,74.6,8.2,1
S4049,18,72.8,79.8,70.4,6.5,1
S4050,18,40.3,70.9,58.0,5.0,1
S4051,15,53.0,74.1,52.4,4.5,1
S4052,18,72.3,69.5,71.3,5.2,1
S4053,16,60.6,71.2,64.1,4.0,1
S4054,17,43.9,48.4,48.9,0.8,0
S4055,15,66.9,55.2,46.8,9.1,0
S4056,17,49.3,44.1,53.5,5.3,0
S4057,18,86.9,55.1,86.9,5.8,1
S4058,17,83.2,67.6,91.6,4.9,1
S4059,18,69.1,59.9,67.5,3.5,1
S4060,18,80.4,76.4,66.8,4.6,1
S4061,16,61.0,42.0,61.0,1.8,1
S4062,18,71.5,65.0,53.8,9.6,1
S4063,16,82.2,40.5,81.5,2.5,1
S4064,16,63.7,59.3,87.5,2.9,1
S4065,16,56.2,68.4,54.3,4.1,1
S4066,15,34.4,55.0,64.0,7.6,0
S4067,15,58.8,65.7,59.6,5.0,1
S4068,18,72.4,44.6,60.0,2.5,1
S4069,16,74.2,34.7,79.2,7.5,1
S4070,15,67.6,65.8,49.3,6.5,1
S4071,16,51.9,82.4,70.6,6.1,1
S4072,17,30.3,44.1,73.7,6.4,0
S4073,17,52.6,75.1,63.3,9.8,1
S4074,17,55.4,58.6,75.7,9.4,1
S4075,18,55.3,39.3,66.8,3.6,1
S4076,16,69.3,42.2,79.6,8.2,1
S4077,17,89.8,58.2,46.7,5.8,0
S4078,15,61.9,52.3,60.8,6.0,1
S4079,17,56.7,39.6,64.1,1.6,1
S4080,17,56.1,34.3,32.9,4.7,1
S4081,17,61.9,46.1,52.0,3.4,1
S4082,18,47.6,60.7,55.2,6.7,0
S4083,15,61.8,57.9,76.4,7.1,1
S4084,16,66.8,51.0,56.5,0.9,1
S4085,15,63.1,60.8,55.2,5.0,1
S4086,16,66.9,72.6,74.8,7.2,1
S4087,18,66.5,63.5,45.6,4.6,0
S4088,18,33.4,56.3,40.1,6.5,0
S4089,18,69.6,71.0,60.7,5.7,1
S4090,18,49.9,44.6,47.6,5.7,1
S4091,16,43.6,54.9,48.1,4.5,0
S4092,17,43.4,55.2,71.9,2.6,0
S4093,16,66.5,40.7,75.5,2.8,0
S4094,15,56.7,52.1,74.5,6.4,1
S4095,18,34.8,29.0,78.3,5.0,1
S4096,18,67.2,84.8,79.9,4.7,1
S4097,15,38.4,44.9,39.5,4.2,1
S4098,16,62.1,80.2,70.4,4.4,1
S4099,17,63.6,58.5,58.6,7.1,1
S4100,17,73.3,65.9,56.0,4.3,1
S4101,15,86.7,51.2,71.7,2.3,1
S4102,17,39.5,60.9,44.2,6.5,1
S4103,16,59.2,67.1,44.0,4.6,0
S4104,16,55.9,67.3,72.6,5.1,1
S4105,15,66.5,68.8,70.9,8.2,0
S4106,16,63.2,52.8,66.6,5.0,0
S4107,18,54.7,51.3,54.4,5.6,0
S4108,15,53.4,35.7,73.9,2.6,0
S4109,16,43.3,65.3,73.2,4.6,1
S4110,15,74.8,73.2,66.0,6.2,1
S4111,17,66.9,80.6,50.9,1.9,0
S4112,16,73.8,62.3,59.9,5.4,1
S4113,18,55.3,47.3,75.1,5.2,1
S4114,16,50.1,34.2,80.9,5.1,0
S4115,15,43.8,72.6,61.1,7.1,1
S4116,15,65.4,32.9,62.0,5.7,0
S4117,16,44.4,53.2,63.1,8.0,1
S4118,18,87.7,54.9,68.3,3.0,1
S4119,18,40.4,57.0,58.0,5.3,1
S4120,18,64.1,58.5,30.3,5.2,0
S4121,15,83.5,59.9,79.3,2.9,1
S4122,16,69.0,24.2,86.5,6.9,0
S4123,17,62.6,58.2,57.7,9.6,1
S4124,15,45.5,26.8,52.2,5.0,1
S4125,18,39.3,68.3,63.4,6.0,1
S4126,16,71.6,50.2,62.7,5.2,1
S4127,18,82.6,27.8,76.9,3.6,1
S4128,17,53.4,46.6,65.7,1.4,1
S4129,18,42.9,50.0,55.5,3.6,1
S4130,18,23.1,74.7,49.2,2.2,1
S4131,17,45.3,60.8,75.4,8.4,0
S4132,16,58.3,62.8,72.2,4.8,1
S4133,15,84.0,74.5,77.7,4.3,1
S4134,16,70.1,56.7,53.4,6.8,1
S4135,17,64.6,68.6,87.1,2.8,1
S4136,18,54.0,67.6,44.1,3.5,0
S4137,16,51.3,40.0,73.5,5.1,0
S4138,15,81.1,78.6,42.1,7.1,1
S4139,17,63.0,38.1,55.5,6.0,0
S4140,16,28.5,70.8,83.7,5.5,0
S4141,15,49.9,36.8,75.0,5.2,0
S4142,17,47.1,66.4,58.4,5.8,1
S4143,15,51.8,84.1,58.8,5.4,0
S4144,17,68.4,55.0,66.2,2.9,1
S4145,18,58.4,54.4,71.2,5.1,1
S4146,16,58.8,66.5,80.0,2.9,1
S4147,15,79.7,53.4,59.5,5.2,1
S4148,17,49.6,83.5,45.7,4.0,1
S4149,15,88.0,60.7,66.9,10.1,1
S4150,15,49.9,53.5,59.5,4.9,0
S4151,16,61.3,50.4,49.4,2.2,1
S4152,18,55.8,44.9,68.6,4.7,0
S4153,15,61.9,49.2,62.4,6.0,1
S4154,17,66.7,53.1,68.7,8.3,0
S4155,17,66.5,51.2,54.3,3.8,1
S4156,18,48.7,48.8,70.8,1.8,1
S4157,17,43.2,87.4,49.2,6.6,0
S4158,18,97.5,43.6,55.1,2.2,1
S4159,17,52.7,60.1,62.1,4.1,1
S4160,16,70.5,66.3,85.9,4.5,1
S4161,15,35.9,66.8,74.4,4.9,1
S4162,16,55.8,57.2,77.9,6.4,1
S4163,15,58.1,54.6,82.0,3.6,1
S4164,15,67.1,64.3,100.0,4.5,0
S4165,15,19.2,61.7,65.5,5.0,1
S4166,16,62.5,54.4,82.0,5.3,1
S4167,15,42.8,36.1,77.2,5.2,0
S4168,16,64.9,51.4,77.0,5.9,1
S4169,18,44.5,41.9,86.3,6.7,0
S4170,17,47.2,48.7,60.0,5.8,1
S4171,17,55.9,58.5,59.0,5.9,1
S4172,15,44.2,63.0,68.8,1.8,1
S4173,16,52.9,82.9,62.8,5.1,0
S4174,17,42.1,50.5,68.8,6.0,1
S4175,16,32.5,68.8,83.8,6.5,1
S4176,16,75.3,62.3,59.3,3.6,0
S4177,15,40.6,76.1,61.3,3.7,0
S4178,17,57.3,66.1,67.1,3.9,1
S4179,15,71.3,43.9,62.3,6.1,0
S4180,15,50.8,33.9,42.0,7.1,0
S4181,17,47.6,62.4,58.0,4.2,1
S4182,17,63.4,50.6,73.2,6.8,1
S4183,18,76.8,44.3,82.3,5.2,1
S4184,18,42.5,40.3,51.1,4.8,1
S4185,16,57.7,60.3,51.1,4.6,1
S4186,17,34.0,79.1,65.4,6.5,1
S4187,18,54.1,52.3,40.1,5.7,1
S4188,16,60.5,66.3,59.7,9.6,1
S4189,16,47.2,56.6,44.2,3.3,0
S4190,16,53.1,39.9,81.4,6.0,0
S4191,18,38.9,68.3,55.8,3.9,1
S4192,17,61.2,42.7,84.8,3.3,0
S4193,15,75.8,58.3,78.4,5.0,1
S4194,16,43.5,53.2,57.2,5.3,1
S4195,18,50.7,70.5,52.1,10.8,1
S4196,18,67.5,43.2,62.7,4.6,1
S4197,15,78.2,63.5,63.7,2.7,1
S4198,15,37.6,46.2,69.2,5.5,0
S4199,18,57.5,50.8,55.7,0.9,1
S4200,17,64.2,7.1,74.0,4.8,1
S4201,15,58.5,87.3,68.2,5.0,1
S4202,18,22.8,65.7,60.9,6.6,1
S4203,15,67.5,47.3,56.5,6.9,0
S4204,17,82.8,42.3,62.8,4.0,1
S4205,16,61.7,51.1,55.2,4.7,1
S4206,15,44.5,68.0,65.7,3.5,0
S4207,17,52.3,31.5,66.0,2.7,1
S4208,18,86.5,56.0,68.1,5.6,0
S4209,15,73.6,82.8,86.2,2.5,1
S4210,15,69.6,42.1,63.4,4.2,1
S4211,18,65.3,59.1,77.1,3.0,1
S4212,16,50.1,88.8,67.8,6.1,1
S4213,18,57.0,66.9,62.1,8.6,0
S4214,15,58.8,59.8,63.6,2.4,1
S4215,18,68.2,65.1,64.3,1.3,0
S4216,17,82.6,52.4,68.4,4.8,1
S4217,18,76.8,76.2,53.5,5.0,0
S4218,15,38.7,52.4,47.4,5.4,0
S4219,18,63.4,30.6,72.9,4.1,1
S4220,16,71.1,52.5,75.8,4.6,1
S4221,18,69.3,44.5,73.9,5.7,0
S4222,16,50.6,54.1,66.9,7.1,1
S4223,17,100.0,54.4,74.2,1.1,1
S4224,16,40.8,74.8,73.6,4.3,1
S4225,18,43.8,67.7,74.5,5.4,1
S4226,15,63.5,61.7,54.7,3.2,1
S4227,16,91.8,58.0,51.8,8.5,1
S4228,17,47.5,43.2,60.3,3.7,1
S4229,16,56.0,27.5,64.8,4.9,0
S4230,16,76.2,59.6,62.1,6.1,1
S4231,16,59.7,69.1,42.5,3.8,1
S4232,17,55.0,56.5,85.7,1.3,0
S4233,18,68.5,50.5,61.7,4.1,0
S4234,16,64.1,64.5,67.1,7.1,0
S4235,16,75.5,56.8,79.9,4.3,1
S4236,15,79.4,81.6,36.9,3.3,1
S4237,17,64.6,75.3,58.9,6.9,1
S4238,16,64.4,71.4,60.4,4.3,1
S4239,17,63.2,68.6,61.0,4.0,1
S4240,16,67.3,39.9,62.9,5.3,1
S4241,18,60.8,67.3,82.4,6.5,0
S4242,18,60.0,63.3,73.1,9.8,1
S4243,16,77.9,66.5,76.5,6.7,0
S4244,18,82.7,64.9,65.6,7.3,1
S4245,16,37.4,64.3,48.2,4.0,0
S4246,18,60.2,95.8,40.0,2.9,1
S4247,15,49.7,56.9,46.6,5.1,0
S4248,15,55.3,71.1,69.3,5.2,1
S4249,15,66.0,51.4,65.4,2.8,0
S4250,17,70.0,69.1,62.5,4.6,1
S4251,17,58.3,71.2,60.6,5.8,1
S4252,15,31.3,63.1,89.1,5.7,1
S4253,17,45.5,81.4,55.1,6.0,1
S4254,18,73.4,45.6,76.1,5.6,0
S4255,16,18.9,51.2,65.0,4.0,1
S4256,16,77.8,61.0,64.3,4.0,1
S4257,16,67.8,70.3,79.1,2.6,1
S4258,15,79.7,60.5,82.6,8.6,0
S4259,17,57.0,76.0,62.1,5.0,0
S4260,18,29.1,48.7,74.6,4.6,1
S4261,18,66.5,42.0,69.4,3.1,1
S4262,15,79.1,62.3,65.1,10.9,1
S4263,18,73.9,56.9,67.5,2.9,1
S4264,18,50.1,65.6,56.7,4.1,1
S4265,18,61.3,57.6,61.3,5.8,1
S4266,18,52.0,53.2,58.0,6.2,1
S4267,17,47.7,57.0,75.8,6.9,1
S4268,18,74.3,58.4,63.9,8.6,1
S4269,16,42.0,53.7,49.4,6.0,1
S4270,15,46.6,55.2,56.3,2.9,0
S4271,17,43.4,52.3,26.6,4.5,0
S4272,18,37.6,70.0,59.1,5.6,1
S4273,17,62.2,60.7,65.5,9.1,1
S4274,18,77.4,89.6,63.4,2.2,1
S4275,16,57.2,60.2,88.8,7.4,1
S4276,15,37.4,50.3,71.9,5.4,0
S4277,18,72.6,95.4,71.4,6.7,1
S4278,18,85.3,63.8,45.3,4.8,1
S4279,18,50.3,71.9,60.6,3.3,1
S4280,18,52.8,66.3,59.2,6.5,1
S4281,15,67.7,66.7,55.6,6.3,1
S4282,15,84.3,65.5,55.4,6.9,1
S4283,16,52.2,42.6,43.3,5.0,0
S4284,15,40.0,63.1,49.7,3.8,0
S4285,18,69.5,39.5,75.5,1.9,1
S4286,16,72.0,55.6,63.3,6.6,1
S4287,16,60.1,47.8,58.9,5.8,1
S4288,16,51.6,63.0,64.9,3.1,1
S4289,18,74.9,62.7,79.0,3.9,1
S4290,17,67.9,64.7,65.1,4.1,1
S4291,18,48.5,62.0,71.5,2.0,1
S4292,15,60.7,49.5,54.8,3.4,1
S4293,15,39.7,54.3,57.6,2.7,0
S4294,18,70.3,70.9,69.2,4.2,1
S4295,18,56.1,72.9,87.7,3.5,1
S4296,16,53.5,41.9,82.2,1.7,1
S4297,18,59.5,36.6,72.0,9.0,1
S4298,16,60.6,47.8,66.8,7.5,0
S4299,15,73.4,72.6,81.8,3.4,0
S4300,16,68.9,75.0,74.5,5.5,1
S4301,18,57.7,45.1,37.5,5.8,1
S4302,15,71.5,62.3,52.4,7.4,1
S4303,17,66.0,83.7,69.1,3.4,1
S4304,16,53.6,63.8,43.6,7.2,0
S4305,15,58.1,77.9,54.2,3.9,0
S4306,16,57.8,72.0,56.6,2.3,1
S4307,15,67.6,45.3,61.9,6.4,0
S4308,15,54.5,55.3,61.6,7.6,0
S4309,16,54.1,58.5,61.5,10.2,0
S4310,17,89.5,59.5,74.9,2.6,1
S4311,15,74.1,70.8,61.8,6.4,0
S4312,15,48.6,63.7,60.4,4.2,1
S4313,15,68.6,16.9,48.8,6.6,1
S4314,17,61.8,39.6,77.3,2.1,0
S4315,17,65.9,27.4,56.9,2.5,0
S4316,18,62.1,60.5,52.0,3.4,1
S4317,16,77.8,61.4,67.6,5.2,1
S4318,17,65.2,62.0,55.8,3.7,1
S4319,16,59.1,44.6,58.7,6.3,1
S4320,18,75.6,67.4,68.1,7.1,1
S4321,16,63.5,68.0,61.1,6.2,1
S4322,17,61.8,40.4,92.7,8.2,1
S4323,16,64.7,37.5,64.1,5.8,1
S4324,17,58.6,58.0,72.4,2.6,1
S4325,16,60.1,83.1,41.7,7.7,1
S4326,17,51.2,81.8,54.7,3.8,1
S4327,17,48.7,65.9,52.0,6.8,1
S4328,16,45.0,47.8,53.5,8.1,0
S4329,18,39.1,70.4,70.0,5.9,1
S4330,15,46.8,51.7,77.4,2.0,1
S4331,18,57.4,47.3,69.1,3.2,1
S4332,16,61.5,28.0,62.3,7.6,1
S4333,18,55.9,59.4,57.4,4.7,1
S4334,17,24.7,49.2,78.4,5.2,0
S4335,15,83.6,59.4,89.9,6.5,1
S4336,16,76.3,25.8,66.6,6.4,0
S4337,16,66.7,60.4,76.3,5.6,1
S4338,16,88.6,24.0,69.1,4.6,1
S4339,15,45.3,73.2,74.1,4.4,1
S4340,17,88.3,65.3,51.0,6.7,0
S4341,16,45.5,54.1,59.1,6.1,1
S4342,18,63.6,65.9,69.7,4.5,1
S4343,16,40.9,44.3,79.5,7.2,0
S4344,16,60.2,59.0,55.2,4.7,1
S4345,16,65.8,69.1,40.6,3.3,0
S4346,16,57.7,14.7,59.0,3.5,1
S4347,17,70.7,51.7,77.1,3.0,1
S4348,18,61.5,57.7,46.0,4.5,1
S4349,17,52.2,55.3,50.9,7.5,1
S4350,18,51.5,78.4,66.9,3.4,1
S4351,16,72.2,42.3,63.6,5.4,1
S4352,15,50.2,49.3,72.1,3.7,1
S4353,17,73.7,31.2,50.3,4.5,0
S4354,15,78.3,79.1,61.1,2.0,1
S4355,17,35.0,54.6,79.3,4.6,0
S4356,16,77.0,51.9,50.7,4.6,1
S4357,17,90.9,57.3,82.7,6.1,1
S4358,16,63.8,66.9,52.2,5.4,1
S4359,17,69.0,62.9,75.2,2.6,1
S4360,16,75.6,95.1,60.5,7.2,1
S4361,16,55.9,64.4,51.3,5.4,1
S4362,18,62.7,51.5,59.0,5.4,1
S4363,16,40.3,50.1,71.5,5.0,1
S4364,18,62.1,52.5,64.9,4.0,1
S4365,16,67.5,37.0,78.4,5.4,1
S4366,15,67.7,58.6,82.2,6.0,1
S4367,16,76.0,69.0,50.8,1.5,1
S4368,15,48.4,49.4,49.9,3.9,0
S4369,15,52.0,46.7,49.3,4.5,1
S4370,16,88.4,79.2,54.2,5.5,1
S4371,15,57.7,38.0,78.3,7.4,1
S4372,18,63.0,29.1,71.7,3.5,1
S4373,17,59.0,41.9,58.5,4.0,0
S4374,16,47.7,36.4,64.9,4.0,0
S4375,15,84.4,63.4,81.9,3.4,1
S4376,16,52.1,53.0,87.9,4.3,1
S4377,18,43.1,54.9,68.1,6.5,0
S4378,16,53.2,74.1,33.1,2.9,1
S4379,16,30.0,48.3,68.6,5.9,1
S4380,15,50.2,68.9,76.2,1.6,1
S4381,18,45.5,79.2,67.7,3.9,1
S4382,17,69.3,51.6,73.7,4.3,1
S4383,17,49.9,68.3,69.3,8.3,1
S4384,15,73.3,54.6,50.2,4.5,1
S4385,16,81.0,70.9,54.4,0.6,1
S4386,15,71.7,36.0,61.1,1.0,0
S4387,15,56.8,35.0,77.8,5.1,0
S4388,15,62.1,52.5,55.8,6.2,1
S4389,16,37.1,45.6,70.5,5.8,0
S4390,18,58.0,50.8,68.6,5.3,0
S4391,15,47.1,54.9,84.0,7.3,0
S4392,16,70.4,68.1,64.5,3.9,1
S4393,18,98.6,52.3,43.9,6.8,1
S4394,15,67.5,46.5,72.8,1.7,1
S4395,17,30.1,53.1,90.7,3.2,1
S4396,18,54.6,47.2,73.5,1.4,1
S4397,15,61.8,44.9,55.5,4.5,0
S4398,18,61.3,35.4,52.0,4.9,1
S4399,18,49.0,59.0,53.6,5.2,0
S4400,18,63.7,50.0,89.0,5.1,1
S4401,18,41.4,71.5,61.1,3.1,1
S4402,18,45.8,37.7,57.0,4.6,0
S4403,18,69.7,50.4,63.1,2.0,0
S4404,15,44.8,83.4,61.2,7.7,0
S4405,17,68.1,44.8,83.8,4.4,1
S4406,16,39.5,54.7,52.8,4.0,1
S4407,18,86.5,41.0,79.2,8.2,1
S4408,16,48.4,39.1,66.5,2.5,1
S4409,15,56.6,79.7,79.5,2.7,1
S4410,18,65.0,60.4,84.0,2.8,1
S4411,17,51.5,59.9,66.0,4.9,1
S4412,16,62.2,34.3,61.2,5.9,1
S4413,18,68.6,63.0,65.8,6.5,0
S4414,15,74.4,74.2,63.9,10.1,1
S4415,17,71.9,74.1,45.1,0.5,1
S4416,16,57.4,67.4,83.6,6.2,1
S4417,16,57.8,42.2,67.9,3.9,1
S4418,18,95.2,62.4,51.0,3.8,1
S4419,17,74.2,67.3,40.2,3.8,1
S4420,17,46.2,32.9,37.1,3.2,0
S4421,17,61.5,42.3,74.2,8.4,1
S4422,17,55.0,70.4,57.6,6.7,0
S4423,15,58.0,70.3,59.5,5.0,0
S4424,17,41.6,36.3,70.9,7.7,0
S4425,16,53.8,69.1,58.8,2.0,1
S4426,16,87.2,59.3,71.6,2.3,0
S4427,15,68.7,68.9,66.1,0.6,1
S4428,16,22.6,49.1,64.0,3.6,0
S4429,16,78.3,67.0,46.1,5.3,1
S4430,17,76.3,69.8,55.2,5.2,1
S4431,16,54.6,53.1,72.2,5.3,1
S4432,15,70.8,58.2,56.8,2.2,1
S4433,17,47.1,48.9,79.5,6.6,1
S4434,18,52.9,81.1,93.2,5.5,1
S4435,17,82.5,56.3,72.9,6.5,1
S4436,15,55.9,45.1,82.9,1.2,0
S4437,17,32.0,48.0,73.6,5.6,0
S4438,17,59.1,59.8,58.6,2.6,1
S4439,15,58.8,68.5,67.4,4.2,1
S4440,17,78.0,39.3,89.2,6.1,1
S4441,15,60.2,83.9,58.7,5.2,1
S4442,15,53.7,62.3,52.5,3.3,0
S4443,18,75.7,64.5,51.4,5.0,0
S4444,16,61.8,56.6,62.4,1.9,1
S4445,16,48.7,58.3,53.0,7.3,1
S4446,17,77.3,55.9,85.1,4.6,1
S4447,17,62.9,72.2,67.6,7.2,1
S4448,18,60.0,57.9,76.7,3.9,1
S4449,18,62.7,68.7,61.4,4.0,1
S4450,18,43.9,51.9,51.3,3.5,0
S4451,15,52.1,60.7,49.3,6.8,1
S4452,18,60.1,46.7,54.1,3.6,0
S4453,18,57.1,75.0,69.2,6.3,1
S4454,17,79.1,46.3,71.2,4.2,1
S4455,18,63.3,53.5,72.2,1.0,1
S4456,15,72.8,53.6,47.1,3.9,1
S4457,15,60.1,53.0,65.0,2.6,1
S4458,17,75.8,68.1,52.7,5.1,1
S4459,18,66.0,53.6,69.8,2.6,1
S4460,18,60.2,77.5,70.7,6.9,1
S4461,15,59.8,46.5,50.9,4.8,0
S4462,18,45.7,60.4,76.6,4.6,1
S4463,18,67.6,47.1,93.1,6.3,0
S4464,18,59.4,63.9,75.0,6.9,1
S4465,16,52.5,57.8,63.0,5.0,0
S4466,17,76.6,55.8,61.2,3.5,1
S4467,16,41.2,74.6,62.5,1.5,0
S4468,17,53.7,48.8,55.9,3.6,1
S4469,15,75.4,66.2,68.0,3.8,1
S4470,18,64.7,47.2,51.3,5.2,0
S4471,17,59.3,59.6,42.3,4.3,1
S4472,16,63.8,41.3,67.6,6.4,0
S4473,18,62.7,48.7,65.3,3.8,1
S4474,15,37.3,56.8,58.1,4.9,1
S4475,17,54.8,83.4,49.6,7.4,0
S4476,17,84.2,59.4,68.5,5.7,1
S4477,17,50.1,81.2,53.1,4.9,0
S4478,18,55.2,61.1,63.3,3.8,0
S4479,16,51.9,52.6,86.2,3.7,1
S4480,16,58.7,79.6,72.8,3.3,1
S4481,17,51.3,64.1,48.6,3.9,1
S4482,15,67.3,49.0,49.7,6.5,1
S4483,15,63.0,64.6,66.8,4.6,0
